0.42 0.01 -0.009482 0.000147 0.009483
0.43 0.01 -0.009644 0.000131 0.009645
0.45 0.01 -0.009787 0.000114 0.009788
0.46 0.01 -0.009909 0.000096 0.009910
0.47 0.01 -0.010011 0.000078 0.010011
0.48 0.01 -0.010091 0.000059 0.010091
0.48 0.01 -0.010148 0.000040 0.010148
0.49 0.01 -0.010182 0.000020 0.010182
0.51 0.01 -0.010192 -0.000001 0.010192
0.52 0.01 -0.010178 -0.000022 0.010178
0.53 0.01 -0.010139 -0.000043 0.010139
0.54 0.01 -0.010076 -0.000064 0.010076
0.55 0.01 -0.009987 -0.000085 0.009988
0.56 0.01 -0.009874 -0.000107 0.009875
0.57 0.01 -0.009736 -0.000128 0.009737
0.58 0.01 -0.009573 -0.000149 0.009574
0.58 0.01 -0.009386 -0.000169 0.009387
0.59 0.01 -0.009175 -0.000189 0.009177
0.60 0.01 -0.008942 -0.000208 0.008944
0.61 0.01 -0.008686 -0.000227 0.008689
0.62 0.01 -0.008410 -0.000244 0.008413
0.64 0.01 -0.008114 -0.000261 0.008118
0.65 0.01 -0.007799 -0.000276 0.007804
0.66 0.01 -0.007468 -0.000289 0.007473
0.67 0.01 -0.007121 -0.000302 0.007128
0.68 0.01 -0.006761 -0.000312 0.006769
0.69 0.01 -0.006390 -0.000321 0.006398
0.70 0.01 -0.006009 -0.000328 0.006018
0.70 0.01 -0.005621 -0.000334 0.005631
0.71 0.01 -0.005229 -0.000337 0.005239
0.72 0.01 -0.004833 -0.000338 0.004845
0.73 0.01 -0.004437 -0.000337 0.004450
0.74 0.01 -0.004044 -0.000334 0.004058
0.76 0.01 -0.003655 -0.000329 0.003670
0.77 0.01 -0.003273 -0.000322 0.003289
0.78 0.01 -0.002901 -0.000313 0.002918
0.79 0.01 -0.002541 -0.000301 0.002559
0.80 0.01 -0.002195 -0.000288 0.002214
0.81 0.01 -0.001866 -0.000273 0.001885
0.82 0.01 -0.001555 -0.000256 0.001576
0.83 0.01 -0.001264 -0.000237 0.001286
0.83 0.01 -0.000996 -0.000217 0.001020
0.84 0.01 -0.000753 -0.000195 0.000777
0.85 0.01 -0.000534 -0.000173 0.000561
0.86 0.01 -0.000342 -0.000149 0.000373
0.88 0.01 -0.000178 -0.000125 0.000217
0.89 0.01 -0.000041 -0.000100 0.000108
0.90 0.01 0.000067 -0.000076 0.000101
0.91 0.01 0.000147 -0.000051 0.000155
0.92 0.01 0.000199 -0.000028 0.000201
0.93 0.01 0.000226 -0.000005 0.000226
0.94 0.01 0.000229 0.000015 0.000229
0.95 0.01 0.000210 0.000031 0.000213
0.96 0.01 0.000175 0.000044 0.000181
0.96 0.01 0.000130 0.000050 0.000139
0.97 0.01 0.000080 0.000049 0.000094
0.98 0.01 0.000036 0.000036 0.000051
0.99 0.01 0.000008 0.000013 0.000016
0.01 0.03 0.000009 -0.000035 0.000036
0.01 0.03 0.000032 -0.000060 0.000068
0.03 0.03 0.000053 -0.000052 0.000074
0.04 0.03 0.000057 -0.000021 0.000060
0.04 0.03 0.000033 0.000024 0.000041
0.06 0.03 -0.000026 0.000079 0.000083
0.07 0.03 -0.000125 0.000138 0.000186
0.07 0.03 -0.000265 0.000198 0.000330
0.09 0.03 -0.000446 0.000257 0.000515
0.10 0.03 -0.000669 0.000314 0.000739
0.10 0.03 -0.000932 0.000368 0.001002
0.12 0.03 -0.001232 0.000419 0.001301
0.12 0.03 -0.001567 0.000466 0.001635
0.14 0.03 -0.001935 0.000508 0.002001
0.14 0.03 -0.002332 0.000547 0.002395
0.15 0.03 -0.002755 0.000581 0.002816
0.17 0.03 -0.003203 0.000611 0.003260
0.18 0.03 -0.003670 0.000637 0.003725
0.18 0.03 -0.004156 0.000660 0.004208
0.20 0.03 -0.004657 0.000678 0.004707
0.21 0.03 -0.005171 0.000694 0.005218
0.21 0.03 -0.005695 0.000706 0.005739
0.23 0.03 -0.006227 0.000715 0.006268
0.24 0.03 -0.006765 0.000721 0.006803
0.24 0.03 -0.007305 0.000724 0.007341
0.26 0.03 -0.007848 0.000725 0.007881
0.27 0.03 -0.008389 0.000723 0.008420
0.28 0.03 -0.008928 0.000718 0.008957
0.29 0.03 -0.009462 0.000711 0.009489
0.29 0.03 -0.009990 0.000701 0.010014
0.30 0.03 -0.010509 0.000689 0.010532
0.32 0.03 -0.011019 0.000675 0.011039
0.33 0.03 -0.011516 0.000658 0.011535
0.34 0.03 -0.012001 0.000639 0.012018
0.35 0.03 -0.012470 0.000618 0.012485
0.35 0.03 -0.012922 0.000595 0.012935
0.36 0.03 -0.013355 0.000569 0.013367
0.38 0.03 -0.013768 0.000541 0.013779
0.39 0.03 -0.014160 0.000511 0.014169
0.40 0.03 -0.014527 0.000479 0.014535
0.41 0.03 -0.014870 0.000444 0.014876
0.42 0.03 -0.015185 0.000408 0.015191
0.42 0.03 -0.015473 0.000369 0.015477
0.43 0.03 -0.015730 0.000328 0.015734
0.45 0.03 -0.015957 0.000286 0.015959
0.46 0.03 -0.016150 0.000241 0.016152
0.47 0.03 -0.016310 0.000195 0.016311
0.48 0.03 -0.016435 0.000147 0.016435
0.48 0.03 -0.016523 0.000098 0.016523
0.49 0.03 -0.016574 0.000047 0.016575
0.51 0.03 -0.016588 -0.000005 0.016588
0.52 0.03 -0.016562 -0.000057 0.016562
0.53 0.03 -0.016498 -0.000110 0.016498
0.54 0.03 -0.016393 -0.000164 0.016394
0.55 0.03 -0.016249 -0.000218 0.016251
0.56 0.03 -0.016066 -0.000271 0.016068
0.57 0.03 -0.015843 -0.000324 0.015846
0.58 0.03 -0.015580 -0.000377 0.015585
0.58 0.03 -0.015280 -0.000428 0.015286
0.59 0.03 -0.014942 -0.000478 0.014950
0.60 0.03 -0.014568 -0.000527 0.014578
0.61 0.03 -0.014159 -0.000573 0.014171
0.62 0.03 -0.013717 -0.000616 0.013731
0.64 0.03 -0.013244 -0.000657 0.013261
0.65 0.03 -0.012742 -0.000695 0.012761
0.66 0.03 -0.012214 -0.000730 0.012235
0.67 0.03 -0.011661 -0.000761 0.011686
0.68 0.03 -0.011087 -0.000787 0.011115
0.69 0.03 -0.010495 -0.000810 0.010526
0.70 0.03 -0.009888 -0.000828 0.009923
0.70 0.03 -0.009270 -0.000841 0.009308
0.71 0.03 -0.008644 -0.000849 0.008685
0.72 0.03 -0.008013 -0.000852 0.008059
0.73 0.03 -0.007382 -0.000850 0.007431
0.74 0.03 -0.006755 -0.000843 0.006807
0.76 0.03 -0.006134 -0.000830 0.006190
0.77 0.03 -0.005524 -0.000812 0.005583
0.78 0.03 -0.004929 -0.000789 0.004992
0.79 0.03 -0.004352 -0.000761 0.004418
0.80 0.03 -0.003797 -0.000728 0.003866
0.81 0.03 -0.003268 -0.000691 0.003340
0.82 0.03 -0.002767 -0.000649 0.002842
0.83 0.03 -0.002298 -0.000603 0.002376
0.83 0.03 -0.001864 -0.000553 0.001944
0.84 0.03 -0.001467 -0.000500 0.001550
0.85 0.03 -0.001109 -0.000444 0.001195
0.86 0.03 -0.000792 -0.000386 0.000881
0.88 0.03 -0.000517 -0.000327 0.000612
0.89 0.03 -0.000286 -0.000266 0.000390
0.90 0.03 -0.000097 -0.000206 0.000228
0.91 0.03 0.000048 -0.000146 0.000154
0.92 0.03 0.000152 -0.000089 0.000176
0.93 0.03 0.000216 -0.000035 0.000218
0.94 0.03 0.000243 0.000014 0.000244
0.95 0.03 0.000239 0.000055 0.000245
0.96 0.03 0.000208 0.000086 0.000225
0.96 0.03 0.000160 0.000103 0.000190
0.97 0.03 0.000103 0.000103 0.000145
0.98 0.03 0.000049 0.000080 0.000094
0.99 0.03 0.000012 0.000033 0.000036
0.01 0.04 0.000007 -0.000050 0.000051
0.01 0.04 0.000020 -0.000079 0.000082
0.03 0.04 0.000022 -0.000056 0.000060
0.04 0.04 -0.000003 0.000003 0.000004
0.04 0.04 -0.000065 0.000087 0.000108
0.06 0.04 -0.000174 0.000184 0.000253
0.07 0.04 -0.000333 0.000290 0.000441
0.07 0.04 -0.000545 0.000398 0.000675
0.09 0.04 -0.000811 0.000505 0.000955
0.10 0.04 -0.001130 0.000608 0.001283
0.10 0.04 -0.001499 0.000707 0.001658
0.12 0.04 -0.001918 0.000799 0.002078
0.12 0.04 -0.002382 0.000885 0.002541
0.14 0.04 -0.002888 0.000963 0.003044
0.14 0.04 -0.003432 0.001033 0.003584
0.15 0.04 -0.004011 0.001097 0.004159
0.17 0.04 -0.004622 0.001152 0.004763
0.18 0.04 -0.005260 0.001201 0.005395
0.18 0.04 -0.005921 0.001243 0.006050
0.20 0.04 -0.006603 0.001278 0.006726
0.21 0.04 -0.007302 0.001307 0.007418
0.21 0.04 -0.008014 0.001330 0.008124
0.23 0.04 -0.008737 0.001346 0.008840
0.24 0.04 -0.009467 0.001358 0.009563
0.24 0.04 -0.010201 0.001363 0.010292
0.26 0.04 -0.010937 0.001364 0.011022
0.27 0.04 -0.011672 0.001360 0.011750
0.28 0.04 -0.012402 0.001351 0.012476
0.29 0.04 -0.013127 0.001337 0.013195
0.29 0.04 -0.013842 0.001318 0.013905
0.30 0.04 -0.014546 0.001296 0.014603
0.32 0.04 -0.015236 0.001268 0.015288
0.33 0.04 -0.015909 0.001237 0.015957
0.34 0.04 -0.016564 0.001201 0.016608
0.35 0.04 -0.017198 0.001160 0.017237
0.35 0.04 -0.017809 0.001116 0.017844
0.36 0.04 -0.018394 0.001067 0.018425
0.38 0.04 -0.018951 0.001014 0.018978
0.39 0.04 -0.019479 0.000957 0.019502
0.40 0.04 -0.019973 0.000896 0.019994
0.41 0.04 -0.020434 0.000830 0.020451
0.42 0.04 -0.020858 0.000761 0.020872
0.42 0.04 -0.021243 0.000688 0.021254
0.43 0.04 -0.021588 0.000611 0.021597
0.45 0.04 -0.021890 0.000531 0.021897
0.46 0.04 -0.022148 0.000447 0.022153
0.47 0.04 -0.022361 0.000361 0.022364
0.48 0.04 -0.022525 0.000271 0.022527
0.48 0.04 -0.022641 0.000178 0.022642
0.49 0.04 -0.022707 0.000084 0.022707
0.51 0.04 -0.022721 -0.000013 0.022721
0.52 0.04 -0.022684 -0.000111 0.022684
0.53 0.04 -0.022593 -0.000211 0.022594
0.54 0.04 -0.022450 -0.000311 0.022452
0.55 0.04 -0.022253 -0.000411 0.022257
0.56 0.04 -0.022003 -0.000511 0.022009
0.57 0.04 -0.021700 -0.000610 0.021709
0.58 0.04 -0.021345 -0.000708 0.021357
0.58 0.04 -0.020939 -0.000804 0.020954
0.59 0.04 -0.020483 -0.000897 0.020502
0.60 0.04 -0.019978 -0.000987 0.020002
0.61 0.04 -0.019427 -0.001072 0.019457
0.62 0.04 -0.018832 -0.001154 0.018867
0.64 0.04 -0.018195 -0.001230 0.018237
0.65 0.04 -0.017520 -0.001300 0.017568
0.66 0.04 -0.016809 -0.001364 0.016864
0.67 0.04 -0.016066 -0.001422 0.016129
0.68 0.04 -0.015295 -0.001471 0.015366
0.69 0.04 -0.014500 -0.001513 0.014578
0.70 0.04 -0.013684 -0.001546 0.013772
0.70 0.04 -0.012854 -0.001571 0.012949
0.71 0.04 -0.012012 -0.001586 0.012116
0.72 0.04 -0.011164 -0.001593 0.011277
0.73 0.04 -0.010316 -0.001589 0.010437
0.74 0.04 -0.009471 -0.001576 0.009601
0.76 0.04 -0.008635 -0.001553 0.008774
0.77 0.04 -0.007813 -0.001521 0.007960
0.78 0.04 -0.007010 -0.001479 0.007165
0.79 0.04 -0.006231 -0.001428 0.006393
0.80 0.04 -0.005481 -0.001367 0.005649
0.81 0.04 -0.004763 -0.001299 0.004937
0.82 0.04 -0.004083 -0.001222 0.004262
0.83 0.04 -0.003444 -0.001137 0.003627
0.83 0.04 -0.002851 -0.001046 0.003037
0.84 0.04 -0.002305 -0.000949 0.002493
0.85 0.04 -0.001811 -0.000847 0.001999
0.86 0.04 -0.001370 -0.000741 0.001558
0.88 0.04 -0.000984 -0.000633 0.001170
0.89 0.04 -0.000654 -0.000522 0.000837
0.90 0.04 -0.000380 -0.000412 0.000560
0.91 0.04 -0.000161 -0.000304 0.000344
0.92 0.04 0.000003 -0.000199 0.000199
0.93 0.04 0.000116 -0.000101 0.000154
0.94 0.04 0.000181 -0.000013 0.000182
0.95 0.04 0.000205 0.000062 0.000214
0.96 0.04 0.000193 0.000120 0.000228
0.96 0.04 0.000156 0.000155 0.000220
0.97 0.04 0.000104 0.000160 0.000191
0.98 0.04 0.000051 0.000130 0.000140
0.99 0.04 0.000013 0.000058 0.000060
0.01 0.04 0.000002 -0.000060 0.000060
0.01 0.04 0.000000 -0.000081 0.000081
0.03 0.04 -0.000024 -0.000032 0.000040
0.04 0.04 -0.000087 0.000066 0.000109
0.04 0.04 -0.000199 0.000198 0.000280
0.06 0.04 -0.000366 0.000349 0.000506
0.07 0.04 -0.000595 0.000512 0.000785
0.07 0.04 -0.000886 0.000679 0.001116
0.09 0.04 -0.001242 0.000845 0.001502
0.10 0.04 -0.001660 0.001005 0.001941
0.10 0.04 -0.002139 0.001159 0.002432
0.12 0.04 -0.002676 0.001303 0.002976
0.12 0.04 -0.003267 0.001436 0.003569
0.14 0.04 -0.003909 0.001559 0.004208
0.14 0.04 -0.004597 0.001670 0.004891
0.15 0.04 -0.005327 0.001769 0.005613
0.17 0.04 -0.006095 0.001858 0.006371
0.18 0.04 -0.006895 0.001935 0.007162
0.18 0.04 -0.007725 0.002001 0.007980
0.20 0.04 -0.008579 0.002056 0.008822
0.21 0.04 -0.009454 0.002102 0.009685
0.21 0.04 -0.010345 0.002138 0.010563
0.23 0.04 -0.011248 0.002164 0.011455
0.24 0.04 -0.012161 0.002182 0.012355
0.24 0.04 -0.013078 0.002191 0.013260
0.26 0.04 -0.013997 0.002191 0.014167
0.27 0.04 -0.014914 0.002184 0.015073
0.28 0.04 -0.015826 0.002169 0.015974
0.29 0.04 -0.016729 0.002146 0.016866
0.29 0.04 -0.017621 0.002116 0.017748
0.30 0.04 -0.018498 0.002079 0.018615
0.32 0.04 -0.019358 0.002034 0.019464
0.33 0.04 -0.020196 0.001983 0.020293
0.34 0.04 -0.021011 0.001924 0.021099
0.35 0.04 -0.021800 0.001859 0.021879
0.35 0.04 -0.022559 0.001787 0.022629
0.36 0.04 -0.023285 0.001708 0.023348
0.38 0.04 -0.023977 0.001622 0.024032
0.39 0.04 -0.024630 0.001530 0.024678
0.40 0.04 -0.025244 0.001431 0.025284
0.41 0.04 -0.025813 0.001326 0.025847
0.42 0.04 -0.026338 0.001214 0.026365
0.42 0.04 -0.026813 0.001096 0.026836
0.43 0.04 -0.027238 0.000973 0.027256
0.45 0.04 -0.027610 0.000844 0.027623
0.46 0.04 -0.027927 0.000710 0.027936
0.47 0.04 -0.028187 0.000570 0.028193
0.48 0.04 -0.028388 0.000426 0.028391
0.48 0.04 -0.028528 0.000278 0.028529
0.49 0.04 -0.028605 0.000127 0.028606
0.51 0.04 -0.028620 -0.000028 0.028620
0.52 0.04 -0.028570 -0.000185 0.028570
0.53 0.04 -0.028454 -0.000343 0.028456
0.54 0.04 -0.028273 -0.000503 0.028278
0.55 0.04 -0.028026 -0.000663 0.028034
0.56 0.04 -0.027714 -0.000822 0.027726
0.57 0.04 -0.027336 -0.000980 0.027354
0.58 0.04 -0.026894 -0.001136 0.026918
0.58 0.04 -0.026389 -0.001288 0.026421
0.59 0.04 -0.025823 -0.001436 0.025863
0.60 0.04 -0.025197 -0.001578 0.025246
0.61 0.04 -0.024514 -0.001715 0.024574
0.62 0.04 -0.023777 -0.001844 0.023848
0.64 0.04 -0.022988 -0.001965 0.023072
0.65 0.04 -0.022152 -0.002077 0.022250
0.66 0.04 -0.021273 -0.002178 0.021384
0.67 0.04 -0.020354 -0.002269 0.020480
0.68 0.04 -0.019400 -0.002348 0.019542
0.69 0.04 -0.018416 -0.002415 0.018574
0.70 0.04 -0.017408 -0.002468 0.017582
0.70 0.04 -0.016380 -0.002508 0.016571
0.71 0.04 -0.015338 -0.002533 0.015546
0.72 0.04 -0.014289 -0.002543 0.014513
0.73 0.04 -0.013238 -0.002538 0.013479
0.74 0.04 -0.012191 -0.002519 0.012448
0.76 0.04 -0.011154 -0.002483 0.011427
0.77 0.04 -0.010134 -0.002433 0.010422
0.78 0.04 -0.009136 -0.002368 0.009438
0.79 0.04 -0.008167 -0.002288 0.008481
0.80 0.04 -0.007231 -0.002193 0.007556
0.81 0.04 -0.006335 -0.002086 0.006670
0.82 0.04 -0.005484 -0.001966 0.005826
0.83 0.04 -0.004682 -0.001834 0.005029
0.83 0.04 -0.003935 -0.001691 0.004283
0.84 0.04 -0.003245 -0.001540 0.003592
0.85 0.04 -0.002616 -0.001380 0.002958
0.86 0.04 -0.002051 -0.001214 0.002384
0.88 0.04 -0.001553 -0.001044 0.001871
0.89 0.04 -0.001121 -0.000872 0.001420
0.90 0.04 -0.000756 -0.000700 0.001031
0.91 0.04 -0.000459 -0.000531 0.000702
0.92 0.04 -0.000226 -0.000369 0.000432
0.93 0.04 -0.000055 -0.000216 0.000223
0.94 0.04 0.000059 -0.000078 0.000098
0.95 0.04 0.000122 0.000041 0.000128
0.96 0.04 0.000141 0.000133 0.000194
0.96 0.04 0.000126 0.000193 0.000231
0.97 0.04 0.000090 0.000211 0.000229
0.98 0.04 0.000046 0.000177 0.000183
0.99 0.04 0.000012 0.000083 0.000084
0.01 0.06 -0.000003 -0.000059 0.000060
0.01 0.06 -0.000023 -0.000059 0.000063
0.03 0.06 -0.000080 0.000028 0.000085
0.04 0.06 -0.000188 0.000177 0.000258
0.04 0.06 -0.000356 0.000366 0.000511
0.06 0.06 -0.000590 0.000582 0.000829
0.07 0.06 -0.000894 0.000812 0.001208
0.07 0.06 -0.001271 0.001048 0.001647
0.09 0.06 -0.001721 0.001281 0.002145
0.10 0.06 -0.002242 0.001508 0.002702
0.10 0.06 -0.002832 0.001725 0.003316
0.12 0.06 -0.003489 0.001929 0.003986
0.12 0.06 -0.004207 0.002119 0.004710
0.14 0.06 -0.004983 0.002294 0.005485
0.14 0.06 -0.005811 0.002452 0.006308
0.15 0.06 -0.006688 0.002594 0.007174
0.17 0.06 -0.007608 0.002720 0.008080
0.18 0.06 -0.008566 0.002831 0.009022
0.18 0.06 -0.009558 0.002926 0.009995
0.20 0.06 -0.010577 0.003005 0.010996
0.21 0.06 -0.011620 0.003071 0.012019
0.21 0.06 -0.012681 0.003122 0.013060
0.23 0.06 -0.013757 0.003160 0.014115
0.24 0.06 -0.014843 0.003184 0.015180
0.24 0.06 -0.015934 0.003197 0.016251
0.26 0.06 -0.017026 0.003197 0.017324
0.27 0.06 -0.018116 0.003185 0.018394
0.28 0.06 -0.019199 0.003163 0.019458
0.29 0.06 -0.020272 0.003129 0.020512
0.29 0.06 -0.021330 0.003084 0.021552
0.30 0.06 -0.022371 0.003029 0.022575
0.32 0.06 -0.023390 0.002963 0.023577
0.33 0.06 -0.024384 0.002887 0.024554
0.34 0.06 -0.025349 0.002801 0.025504
0.35 0.06 -0.026283 0.002704 0.026422
0.35 0.06 -0.027181 0.002598 0.027305
0.36 0.06 -0.028040 0.002482 0.028150
0.38 0.06 -0.028857 0.002356 0.028953
0.39 0.06 -0.029629 0.002221 0.029712
0.40 0.06 -0.030352 0.002076 0.030423
0.41 0.06 -0.031024 0.001922 0.031084
0.42 0.06 -0.031641 0.001759 0.031690
0.42 0.06 -0.032201 0.001587 0.032240
0.43 0.06 -0.032701 0.001407 0.032731
0.45 0.06 -0.033137 0.001219 0.033159
0.46 0.06 -0.033508 0.001023 0.033524
0.47 0.06 -0.033811 0.000820 0.033821
0.48 0.06 -0.034045 0.000611 0.034050
0.48 0.06 -0.034207 0.000396 0.034209
0.49 0.06 -0.034295 0.000176 0.034295
0.51 0.06 -0.034308 -0.000049 0.034308
0.52 0.06 -0.034245 -0.000276 0.034247
0.53 0.06 -0.034106 -0.000506 0.034110
0.54 0.06 -0.033889 -0.000738 0.033897
0.55 0.06 -0.033595 -0.000969 0.033609
0.56 0.06 -0.033224 -0.001200 0.033246
0.57 0.06 -0.032776 -0.001428 0.032808
0.58 0.06 -0.032253 -0.001653 0.032296
0.58 0.06 -0.031656 -0.001873 0.031712
0.59 0.06 -0.030987 -0.002086 0.031057
0.60 0.06 -0.030248 -0.002292 0.030335
0.61 0.06 -0.029443 -0.002489 0.029548
0.62 0.06 -0.028573 -0.002676 0.028698
0.64 0.06 -0.027644 -0.002851 0.027790
0.65 0.06 -0.026659 -0.003012 0.026828
0.66 0.06 -0.025622 -0.003159 0.025816
0.67 0.06 -0.024539 -0.003291 0.024759
0.68 0.06 -0.023415 -0.003405 0.023662
0.69 0.06 -0.022256 -0.003501 0.022530
0.70 0.06 -0.021068 -0.003579 0.021369
0.70 0.06 -0.019856 -0.003637 0.020186
0.71 0.06 -0.018628 -0.003674 0.018987
0.72 0.06 -0.017390 -0.003690 0.017777
0.73 0.06 -0.016149 -0.003684 0.016564
0.74 0.06 -0.014913 -0.003657 0.015354
